Function name	Segment	Start	Length	Locals	Arguments	R	F	L	S	B	T	=
attachHandleToApplication	LOAD	FFFFFFFF827AC000	00000068	00000010	00000000	R	.	.	.	B	.	.
detachHandleFromApplication	LOAD	FFFFFFFF827AC070	00000068	00000010	00000000	R	.	.	.	B	.	.
hidShutdownPreSync	LOAD	FFFFFFFF827AC0E0	00000005	00000000	00000000	R	.	.	.	.	.	.
hidDisconnect	LOAD	FFFFFFFF827AC0F0	0000012D	00000020	00000000	R	.	.	.	B	.	.
unresolveApplication	LOAD	FFFFFFFF827AC220	00000200	00000038	00000000	R	.	.	.	B	.	.
hidAppInitializeResources	LOAD	FFFFFFFF827AC420	000000D4	00000008	00000000	R	.	.	.	B	.	.
hidAppShutdown	LOAD	FFFFFFFF827AC500	00000094	00000028	00000000	R	.	.	.	B	.	.
hidAppCreate	LOAD	FFFFFFFF827AC5A0	000000CE	00000000	00000000	R	.	.	.	.	.	.
createApplication	LOAD	FFFFFFFF827AC670	000000FF	00000028	00000000	R	.	.	.	B	.	.
hidAppDispose	LOAD	FFFFFFFF827AC770	00000076	00000010	00000000	R	.	.	.	B	.	.
hidAppTagInput	LOAD	FFFFFFFF827AC7F0	00000096	00000018	00000000	R	.	.	.	B	.	.
hidAppTagOutput	LOAD	FFFFFFFF827AC890	00000020	00000000	00000000	R	.	.	.	.	.	.
hidAppTagFeature	LOAD	FFFFFFFF827AC8B0	00000029	00000000	00000000	R	.	.	.	.	.	.
hidAppTagEndCollection	LOAD	FFFFFFFF827AC8E0	0000004F	00000018	00000000	R	.	.	.	B	.	.
hidAppInitialize	LOAD	FFFFFFFF827AC930	00000030	00000000	00000000	R	.	.	.	.	.	.
hidAppHasReportId	LOAD	FFFFFFFF827AC960	00000036	00000000	00000000	R	.	.	.	.	.	.
hidAppOnInputReport	LOAD	FFFFFFFF827AC9A0	00000042	00000000	00000000	R	.	.	.	.	.	.
hidAppUnresolveApplication	LOAD	FFFFFFFF827AC9F0	00000005	00000000	00000000	R	.	.	.	.	.	.
hidAppGetPortNumberByApplicationId	LOAD	FFFFFFFF827ACA00	0000004F	00000000	00000000	R	.	.	.	.	.	.
sceHidControllerRegisterCtrlpCB	LOAD	FFFFFFFF827ACA50	0000002A	00000010	00000000	R	.	.	.	B	.	.
sceHidAddVirtualDevice	LOAD	FFFFFFFF827ACA80	00000017			R	.	.	.	.	.	.
addVirtualDevice	LOAD	FFFFFFFF827ACAA0	000001E3	00000030	00000000	R	.	.	.	B	.	.
sceHidDeleteVirtualDevice	LOAD	FFFFFFFF827ACC90	00000109	00000030	00000000	R	.	.	.	B	.	.
sceHidInsertDataToVirtualController	LOAD	FFFFFFFF827ACDA0	00000039	00000018	00000000	R	.	.	.	B	.	.
sceHidStartCtrlpPlayback	LOAD	FFFFFFFF827ACDE0	00000072	00000008	00000000	R	.	.	.	B	.	.
sceHidStopCtrlpPlayback	LOAD	FFFFFFFF827ACE60	0000003D	00000008	00000000	R	.	.	.	B	.	.
sceHidGetConncetionControllerNumber	LOAD	FFFFFFFF827ACEA0	0000007E	00000020	00000000	R	.	.	.	B	.	.
sceHidIsControllerExist	LOAD	FFFFFFFF827ACF20	00000063	00000008	00000000	R	.	.	.	B	.	.
sceHidOpenForUser	LOAD	FFFFFFFF827ACF90	00000049	00000020	00000000	R	.	.	.	B	.	.
sceHidCloseForUser	LOAD	FFFFFFFF827ACFE0	0000020D	00000058	00000000	R	.	.	.	B	.	.
sceHidGetDeviceInfoByHandleForUser	LOAD	FFFFFFFF827AD1F0	0000014D	00000078	00000000	R	.	.	.	B	.	.
sceHidGetDeviceInfoForUser	LOAD	FFFFFFFF827AD340	00000105	00000068	00000000	R	.	.	.	B	.	.
sceHidOpenPortForUser	LOAD	FFFFFFFF827AD450	00000150	00000034	00000000	R	.	.	.	B	.	.
sceHidClosePortForUser	LOAD	FFFFFFFF827AD5A0	000000C2	00000020	00000000	R	.	.	.	B	.	.
sceHidConnectPortForUser	LOAD	FFFFFFFF827AD670	000000B9	00000028	00000000	R	.	.	.	B	.	.
resolvePortConnection	LOAD	FFFFFFFF827AD730	000001E2	00000034	00000000	R	.	.	.	B	.	.
sceHidDisconnectPortForUser	LOAD	FFFFFFFF827AD920	00000047	00000018	00000000	R	.	.	.	B	.	.
sceHidDisconnectForUser	LOAD	FFFFFFFF827AD970	00000005	00000000	00000000	R	.	.	.	.	.	.
sceHidAddVirtualDeviceForUser	LOAD	FFFFFFFF827AD980	00000093	00000078	00000000	R	.	.	.	B	.	.
sceHidDeleteVirtualDeviceForUser	LOAD	FFFFFFFF827ADA20	00000005	00000000	00000000	R	.	.	.	.	.	.
sceHidSetProcessPrivilegeForUser	LOAD	FFFFFFFF827ADA30	00000061	00000028	00000000	R	.	.	.	B	.	.
sceHidSetProcessFocusForUser	LOAD	FFFFFFFF827ADAA0	000000CA	00000048	00000000	R	.	.	.	B	.	.
sceHidConnectHandleForUser	LOAD	FFFFFFFF827ADB70	0000000F			R	.	.	.	.	.	.
connectHandle	LOAD	FFFFFFFF827ADB80	000001EF	00000038	00000000	R	.	.	.	B	.	.
sceHidDisconnectHandleForUser	LOAD	FFFFFFFF827ADD70	0000000A	00000000	00000000	R	.	.	.	.	.	.
sceHidGetBatteryStateForUser	LOAD	FFFFFFFF827ADD80	000000C1	00000038	00000000	R	.	.	.	B	.	.
sceHidSetHandleStateForUser	LOAD	FFFFFFFF827ADE50	00000089	00000038	00000000	R	.	.	.	B	.	.
sceHidGetIdleCountForUser	LOAD	FFFFFFFF827ADEE0	0000009C	00000038	00000000	R	.	.	.	B	.	.
sceHidStartRegistryForUser	LOAD	FFFFFFFF827ADF80	00000058	00000018	00000000	R	.	.	.	B	.	.
sceHidControllerSetAutoPowerOffCountForUser	LOAD	FFFFFFFF827ADFE0	0000000B			R	.	.	.	.	.	.
sceHidControllerEnableUsbConnectionForUser	LOAD	FFFFFFFF827ADFF0	0000002E	00000010	00000000	R	.	.	.	B	.	.
sceHidControllerGetJediStateForUser	LOAD	FFFFFFFF827AE020	000000AD	00000048	00000000	R	.	.	.	B	.	.
sceHidControllerReadPortForUser	LOAD	FFFFFFFF827AE0D0	00000108	00000058	00000000	R	.	.	.	B	.	.
sceHidControllerReadForUser	LOAD	FFFFFFFF827AE1E0	00000171	00000058	00000000	R	.	.	.	B	.	.
sceHidControllerRead2ForUser	LOAD	FFFFFFFF827AE360	0000019C	00000058	00000000	R	.	.	.	B	.	.
sceHidControllerSetUserColorForUser	LOAD	FFFFFFFF827AE500	0000002D	00000018	00000000	R	.	.	.	B	.	.
sceHidControllerGetUserColorForUser	LOAD	FFFFFFFF827AE530	000000E9	00000048	00000000	R	.	.	.	B	.	.
sceHidControllerSetLightBarForUser	LOAD	FFFFFFFF827AE620	0000011E	00000038	00000000	R	.	.	.	B	.	.
sceHidControllerResetLightBarForUser	LOAD	FFFFFFFF827AE740	000000A0	00000028	00000000	R	.	.	.	B	.	.
sceHidControllerSetVibrationForUser	LOAD	FFFFFFFF827AE7E0	000000CD	00000038	00000000	R	.	.	.	B	.	.
sceHidControllerDisableVibrationForUser	LOAD	FFFFFFFF827AE8B0	0000002D	00000018	00000000	R	.	.	.	B	.	.
sceHidControllerMotionCalibReadForUser	LOAD	FFFFFFFF827AE8E0	0000008B	00000058	00000000	R	.	.	.	B	.	.
sceHidControllerInsertDataForUser	LOAD	FFFFFFFF827AE970	00000086	000000C8	00000000	R	.	.	.	B	.	.
sceHidControllerGetProcessInfo	LOAD	FFFFFFFF827AEA00	0000016F	000000A8	00000000	R	.	.	.	B	.	.
sceHidControllerRemotePlayUpdateSettingForUser	LOAD	FFFFFFFF827AEB70	00000113	00000048	00000000	R	.	.	.	B	.	.
sceHidControllerRemotePlayGetSettingForUser	LOAD	FFFFFFFF827AEC90	000000D5	00000048	00000000	R	.	.	.	B	.	.
sceHidControllerGetMotionScaleParamForUser	LOAD	FFFFFFFF827AED70	00000098	00000048	00000000	R	.	.	.	B	.	.
sceHidControllerRawReportForUser	LOAD	FFFFFFFF827AEE10	00000171	000000C8	00000000	R	.	.	.	B	.	.
sceHidMoveInitializeForUser	LOAD	FFFFFFFF827AEF90	00000003	00000000	00000000	R	.	.	.	.	.	.
sceHidMoveTerminateForUser	LOAD	FFFFFFFF827AEFA0	000000B0	00000020	00000000	R	.	.	.	B	.	.
sceHidMoveReadForUser	LOAD	FFFFFFFF827AF050	0000016D	00000058	00000000	R	.	.	.	B	.	.
sceHidMoveSetExtensionReportForUser	LOAD	FFFFFFFF827AF1C0	000000FB	00000068	00000000	R	.	.	.	B	.	.
sceHidMoveReadCalibDataForUser	LOAD	FFFFFFFF827AF2C0	0000007D	00000048	00000000	R	.	.	.	B	.	.
sceHidMoveWriteRawReportForUser	LOAD	FFFFFFFF827AF340	000000C5	00000068	00000000	R	.	.	.	B	.	.
sceHidMoveSetFeatureForUser	LOAD	FFFFFFFF827AF410	000000C5	00000068	00000000	R	.	.	.	B	.	.
sceHidMoveGetFeatureForUser	LOAD	FFFFFFFF827AF4E0	0000010A	00000078	00000000	R	.	.	.	B	.	.
sceHidKeyboardReadPortForUser	LOAD	FFFFFFFF827AF5F0	000000D6	00000048	00000000	R	.	.	.	B	.	.
sceHidKeyboardReadForUser	LOAD	FFFFFFFF827AF6D0	0000016D	00000058	00000000	R	.	.	.	B	.	.
sceHidMouseReadPortForUser	LOAD	FFFFFFFF827AF840	000000D6	00000048	00000000	R	.	.	.	B	.	.
sceHidMouseReadForUser	LOAD	FFFFFFFF827AF920	00000165	00000058	00000000	R	.	.	.	B	.	.
sceHidGenericControlGetSparkStateForUser	LOAD	FFFFFFFF827AFA90	000000B7	00000048	00000000	R	.	.	.	B	.	.
onDummyInputAlarm	LOAD	FFFFFFFF827AFB50	0000002F	00000008	00000000	R	.	.	.	B	.	.
hidProcessSuspendPhase2	LOAD	FFFFFFFF827AFB80	00000029	00000010	00000000	R	.	.	.	B	.	.
hidProcessSuspendPhase0	LOAD	FFFFFFFF827AFBB0	000000E5	00000018	00000000	R	.	.	.	B	.	.
hidProcessResumePhase0	LOAD	FFFFFFFF827AFCA0	000000E5	00000018	00000000	R	.	.	.	B	.	.
hidProcessResumePhase1End	LOAD	FFFFFFFF827AFD90	00000026	00000010	00000000	R	.	.	.	B	.	.
updateMoveOutputReport	LOAD	FFFFFFFF827AFDC0	000001F0	00000030	00000000	R	.	.	.	B	.	.
updateMoveOutputReportDone	LOAD	FFFFFFFF827AFFB0	0000004C	00000010	00000000	R	.	.	.	B	.	.
convertVibrationSetting	LOAD	FFFFFFFF827B0000	00000051	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerInitializeResources	LOAD	FFFFFFFF827B0060	00000046	00000008	00000000	R	.	.	.	B	.	.
hidAppControllerRegister	LOAD	FFFFFFFF827B00B0	0000013C	00000030	00000000	R	.	.	.	B	.	.
setControllerCapabilityInfo	LOAD	FFFFFFFF827B01F0	00000232	00000020	00000000	R	.	.	.	B	.	.
hidAppControllerUnregister	LOAD	FFFFFFFF827B0430	000000C3	00000018	00000000	R	.	.	.	B	.	.
hidAppControllerTagInput	LOAD	FFFFFFFF827B0500	0000023D	00000050	00000000	R	.	.	.	.	.	.
hidAppControllerTagOutput	LOAD	FFFFFFFF827B0740	00000001	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerTagFeature	LOAD	FFFFFFFF827B0750	000000E3	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerEndCollection	LOAD	FFFFFFFF827B0840	00000067	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerInitialize	LOAD	FFFFFFFF827B08B0	000002C4	00000028	00000000	R	.	.	.	B	.	.
hidAppControllerHasReportId	LOAD	FFFFFFFF827B0B80	0000010B	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerOnInputReport	LOAD	FFFFFFFF827B0C90	00001544	000000C8	00000000	R	.	.	.	B	.	.
updateCtrlpService	LOAD	FFFFFFFF827B21E0	00000136	000000C8	00000000	R	.	.	.	B	.	.
controllerProcessAnykey	LOAD	FFFFFFFF827B2320	000001C3	00000030	00000000	R	.	.	.	B	.	.
isControllerAnykey	LOAD	FFFFFFFF827B24F0	000000EC	00000028	00000000	R	.	.	.	B	.	.
updateSceStandardOutputReport	LOAD	FFFFFFFF827B25E0	00000230	00000058	00000000	R	.	.	.	B	.	.
_btWakeupDone	LOAD	FFFFFFFF827B2820	00000038	00000008	00000000	R	.	.	.	B	.	.
hidAppControllerOnDummyInputReport	LOAD	FFFFFFFF827B2860	00000122	000000E8	00000000	R	.	.	.	B	.	.
hidAppControllerGetApplication	LOAD	FFFFFFFF827B2990	00000011	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerGetApplicationByIndex	LOAD	FFFFFFFF827B29B0	0000002A	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerSetProcessPrivilege	LOAD	FFFFFFFF827B29E0	00000021	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerSetProcessFocus	LOAD	FFFFFFFF827B2A10	000003C7	00000038	00000000	R	.	.	.	B	.	.
hidAppControllerCleanupProcessResources	LOAD	FFFFFFFF827B2DE0	0000003B	00000010	00000000	R	.	.	.	B	.	.
hidAppControllerResolveHandleRelation	LOAD	FFFFFFFF827B2E20	00000271	00000028	00000000	R	.	.	.	B	.	.
hidAppControllerGetVirtualDeviceIdList	LOAD	FFFFFFFF827B30A0	0000005A	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerRegisterCtrlpCB	LOAD	FFFFFFFF827B3100	0000000B	00000000	00000000	R	.	.	.	.	.	.
hidAppControllerPrepareDisconnect	LOAD	FFFFFFFF827B3110	000001CC	00000028	00000000	R	.	.	.	B	.	.
naviConUsbKeyDataStopDoneCb	LOAD	FFFFFFFF827B32E0	0000006A	00000010	00000000	R	.	.	.	B	.	.
hidControllerGetBatteryState	LOAD	FFFFFFFF827B3350	0000009F	00000018	00000000	R	.	.	.	B	.	.
hidControllerGetJediState	LOAD	FFFFFFFF827B33F0	000000A1	00000020	00000000	R	.	.	.	B	.	.
hidControllerReadPort	LOAD	FFFFFFFF827B34A0	00000127	00000048	00000000	R	.	.	.	B	.	.
readBuffer	LOAD	FFFFFFFF827B35D0	00000739	000000B8	00000000	R	.	.	.	B	.	.
hidControllerRead	LOAD	FFFFFFFF827B3D10	00000123	00000038	00000000	R	.	.	.	B	.	.
hidControllerRead2	LOAD	FFFFFFFF827B3E40	0000013D	00000038	00000000	R	.	.	.	B	.	.
hidControllerSetUserColor	LOAD	FFFFFFFF827B3F80	00000208	00000028	00000000	R	.	.	.	B	.	.
hidControllerGetUserColor	LOAD	FFFFFFFF827B4190	000000F8	00000018	00000000	R	.	.	.	B	.	.
hidControllerDisableVibration	LOAD	FFFFFFFF827B4290	000000FA	00000028	00000000	R	.	.	.	B	.	.
hidControllerSetLightBar	LOAD	FFFFFFFF827B4390	00000151	00000030	00000000	R	.	.	.	B	.	.
hidControllerResetLightBar	LOAD	FFFFFFFF827B44F0	000001CB	00000028	00000000	R	.	.	.	B	.	.
hidControllerSetVibration	LOAD	FFFFFFFF827B46C0	0000020B	00000030	00000000	R	.	.	.	B	.	.
hidControllerReadMotionCalibData	LOAD	FFFFFFFF827B48D0	00000096	00000010	00000000	R	.	.	.	B	.	.
hidControllerInsertData	LOAD	FFFFFFFF827B4970	0000004E	00000018	00000000	R	.	.	.	B	.	.
insertVirtualDeviceData	LOAD	FFFFFFFF827B49C0	00000230	00000030	00000000	R	.	.	.	B	.	.
hidControllerRemotePlayUpdateSetting	LOAD	FFFFFFFF827B4BF0	000000E9	00000030	00000000	R	.	.	.	B	.	.
hidControllerRemotePlayGetSetting	LOAD	FFFFFFFF827B4CE0	00000064	00000018	00000000	R	.	.	.	B	.	.
hidControllerGetMotionScaleParam	LOAD	FFFFFFFF827B4D50	000000B7	00000020	00000000	R	.	.	.	B	.	.
hidControllerSetFeatureReport	LOAD	FFFFFFFF827B4E10	00000142	00000038	00000000	R	.	.	.	B	.	.
licensedControllerSetFeatureDone	LOAD	FFFFFFFF827B4F60	000000AE	00000028	00000000	R	.	.	.	B	.	.
hidControllerGetFeatureReport	LOAD	FFFFFFFF827B5010	0000015E	00000030	00000000	R	.	.	.	B	.	.
hidControllerOutputReport	LOAD	FFFFFFFF827B5170	0000009E	00000020	00000000	R	.	.	.	B	.	.
hidControllerMoveRead	LOAD	FFFFFFFF827B5210	000000BA	00000030	00000000	R	.	.	.	B	.	.
hidControllerMoveSetExtensionReport	LOAD	FFFFFFFF827B52D0	00000208	00000030	00000000	R	.	.	.	B	.	.
hidControllerMoveReadCalibData	LOAD	FFFFFFFF827B54E0	00000087	00000010	00000000	R	.	.	.	B	.	.
hidControllerMoveWriteRawReport	LOAD	FFFFFFFF827B5570	00000079	00000018	00000000	R	.	.	.	B	.	.
hidControllerMoveSetFeature	LOAD	FFFFFFFF827B55F0	00000118	00000028	00000000	R	.	.	.	B	.	.
moveSetFeatureDone	LOAD	FFFFFFFF827B5710	000000AD	00000028	00000000	R	.	.	.	B	.	.
hidControllerMoveGetFeature	LOAD	FFFFFFFF827B57C0	00000142	00000028	00000000	R	.	.	.	B	.	.
hidControllerGetIdleCount	LOAD	FFFFFFFF827B5910	00000034	00000010	00000000	R	.	.	.	B	.	.
hidControllerSetAutoPowerOffCount	LOAD	FFFFFFFF827B5950	0000000B	00000000	00000000	R	.	.	.	.	.	.
hidControllerHasProcessFocus	LOAD	FFFFFFFF827B5960	00000038	00000000	00000000	R	.	.	.	.	.	.
hidControllerGetLightBarInfo	LOAD	FFFFFFFF827B59A0	0000006A	00000018	00000000	R	.	.	.	B	.	.
isStandardControllerAnykey	LOAD	FFFFFFFF827B5A10	000000E5	00000000	00000000	R	.	.	.	.	.	.
naviConWaitStable	LOAD	FFFFFFFF827B5B00	00000081	00000018	00000000	R	.	.	.	B	.	.
updateDs3OutputReportDone	LOAD	FFFFFFFF827B5B90	0000004C	00000010	00000000	R	.	.	.	B	.	.
updateSceStandardOutputReportDone	LOAD	FFFFFFFF827B5BE0	00000084	00000010	00000000	R	.	.	.	B	.	.
initializeLightBar	LOAD	FFFFFFFF827B5C70	00000174	00000028	00000000	R	.	.	.	B	.	.
initializeLicensedControllerDone	LOAD	FFFFFFFF827B5DF0	00000232	00000030	00000000	R	.	.	.	B	.	.
initializeNaviConDoneUsb	LOAD	FFFFFFFF827B6030	00000321	00000078	00000000	R	.	.	.	B	.	.
waitNaviConInitialize	LOAD	FFFFFFFF827B6360	00000080	00000018	00000000	R	.	.	.	B	.	.
initializeNaviConDoneBt	LOAD	FFFFFFFF827B63E0	000000D7	00000018	00000000	R	.	.	.	B	.	.
waitMoveInitializeDone	LOAD	FFFFFFFF827B64C0	00000064	00000000	00000000	R	.	.	.	.	.	.
initializeMoveDone	LOAD	FFFFFFFF827B6530	000003AA	00000028	00000000	R	.	.	.	B	.	.
initializeMoveRetryWaitDone	LOAD	FFFFFFFF827B68E0	00000064	00000000	00000000	R	.	.	.	.	.	.
initializeDualShock3Done	LOAD	FFFFFFFF827B6950	0000014C	00000018	00000000	R	.	.	.	B	.	.
initializeJediDoneUsb	LOAD	FFFFFFFF827B6AA0	0000046D	00000088	00000000	R	.	.	.	B	.	.
initializeJediDoneBt	LOAD	FFFFFFFF827B6F10	00000109	00000028	00000000	R	.	.	.	B	.	.
parseMotionCalibData	LOAD	FFFFFFFF827B7020	00000148	00000000	00000000	R	.	.	.	.	.	.
parseJediVersionInfo	LOAD	FFFFFFFF827B7170	00000129	00000018	00000000	R	.	.	.	B	.	.
hidAppPairingRegister	LOAD	FFFFFFFF827B72A0	00000085	00000030	00000000	R	.	.	.	B	.	.
hidAppPairingUnregister	LOAD	FFFFFFFF827B7330	00000041	00000010	00000000	R	.	.	.	B	.	.
hidAppPairingTagFeature	LOAD	FFFFFFFF827B7380	00000056	00000000	00000000	R	.	.	.	.	.	.
hidAppPairingInitialize	LOAD	FFFFFFFF827B73E0	00000042	00000008	00000000	R	.	.	.	B	.	.
hidAppPairingInitializeResources	LOAD	FFFFFFFF827B7430	00000011	00000000	00000000	R	.	.	.	.	.	.
hidPairingOOB	LOAD	FFFFFFFF827B7450	00000005	00000000	00000000	R	.	.	.	.	.	.
hidPairingSetAddress	LOAD	FFFFFFFF827B7460	0000013F	00000098	00000000	R	.	.	.	B	.	.
hidPairingGetAddress	LOAD	FFFFFFFF827B75A0	0000003A	00000008	00000000	R	.	.	.	B	.	.
pairingSequenceDone	LOAD	FFFFFFFF827B75E0	00000079	00000028	00000000	R	.	.	.	B	.	.
hidAppKeyboardInitializeResources	LOAD	FFFFFFFF827B7660	00000024	00000008	00000000	R	.	.	.	B	.	.
hidAppKeyboardRegister	LOAD	FFFFFFFF827B7690	00000085	00000030	00000000	R	.	.	.	B	.	.
hidAppKeyboardUnregister	LOAD	FFFFFFFF827B7720	00000051	00000010	00000000	R	.	.	.	B	.	.
hidAppKeyboardTagInput	LOAD	FFFFFFFF827B7780	00000131	00000040	00000000	R	.	.	.	.	.	.
hidAppKeyboardTagOutput	LOAD	FFFFFFFF827B78C0	00000059	00000000	00000000	R	.	.	.	.	.	.
hidAppKeyboardTagFeature	LOAD	FFFFFFFF827B7920	00000001	00000000	00000000	R	.	.	.	.	.	.
hidAppKeyboardInitialize	LOAD	FFFFFFFF827B7930	0000001C	00000008	00000000	R	.	.	.	B	.	.
hidAppKeyboardHasReportId	LOAD	FFFFFFFF827B7950	000000A6	00000000	00000000	R	.	.	.	.	.	.
hidAppKeyboardOnInputReport	LOAD	FFFFFFFF827B7A00	00000705	00000138	00000000	R	.	.	.	B	.	.
hidAppKeyboardGetApplication	LOAD	FFFFFFFF827B8110	00000011	00000000	00000000	R	.	.	.	.	.	.
hidAppKeyboardCleanupProcessResources	LOAD	FFFFFFFF827B8130	00000003	00000000	00000000	R	.	.	.	.	.	.
hidKeybaordPrepareDisconnect	LOAD	FFFFFFFF827B8140	0000015B	00000038	00000000	R	.	.	.	B	.	.
hidKeyboardReadPort	LOAD	FFFFFFFF827B82A0	00000098	00000030	00000000	R	.	.	.	B	.	.
readBuffer_0	LOAD	FFFFFFFF827B8340	000001A9	00000058	00000000	R	.	.	.	B	.	.
hidKeyboardRead	LOAD	FFFFFFFF827B84F0	00000098	00000030	00000000	R	.	.	.	B	.	.
hidKeyboardGetIdleCount	LOAD	FFFFFFFF827B8590	00000034	00000010	00000000	R	.	.	.	B	.	.
hidAppMouseInitializeResources	LOAD	FFFFFFFF827B85D0	00000024	00000008	00000000	R	.	.	.	B	.	.
hidAppMouseRegister	LOAD	FFFFFFFF827B8600	00000082	00000030	00000000	R	.	.	.	B	.	.
hidAppMouseUnregister	LOAD	FFFFFFFF827B8690	00000051	00000010	00000000	R	.	.	.	B	.	.
hidAppMouseTagInput	LOAD	FFFFFFFF827B86F0	000001B6	00000020	00000000	R	.	.	.	.	.	.
hidAppMouseTagOutput	LOAD	FFFFFFFF827B88B0	00000001	00000000	00000000	R	.	.	.	.	.	.
hidAppMouseTagFeature	LOAD	FFFFFFFF827B88C0	00000001	00000000	00000000	R	.	.	.	.	.	.
hidAppMouseInitialize	LOAD	FFFFFFFF827B88D0	0000001C	00000008	00000000	R	.	.	.	B	.	.
hidAppMouseHasReportId	LOAD	FFFFFFFF827B88F0	000000A6	00000000	00000000	R	.	.	.	.	.	.
hidAppMouseOnInputReport	LOAD	FFFFFFFF827B89A0	0000034A	00000078	00000000	R	.	.	.	B	.	.
hidAppMouseGetApplication	LOAD	FFFFFFFF827B8CF0	00000011	00000000	00000000	R	.	.	.	.	.	.
hidAppMouseSetProcessFocus	LOAD	FFFFFFFF827B8D10	0000013F	00000000	00000000	R	.	.	.	.	.	.
hidAppMouseCleanupProcessResources	LOAD	FFFFFFFF827B8E50	00000003	00000000	00000000	R	.	.	.	.	.	.
hidMousePrepareDisconnect	LOAD	FFFFFFFF827B8E60	00000065	00000008	00000000	R	.	.	.	B	.	.
hidMouseReadPort	LOAD	FFFFFFFF827B8ED0	00000098	00000030	00000000	R	.	.	.	B	.	.
readBuffer_1	LOAD	FFFFFFFF827B8F70	00000237	00000068	00000000	R	.	.	.	B	.	.
hidMouseRead	LOAD	FFFFFFFF827B91B0	00000098	00000030	00000000	R	.	.	.	B	.	.
hidMouseGetIdleCount	LOAD	FFFFFFFF827B9250	00000034	00000010	00000000	R	.	.	.	B	.	.
hidAppStatusInitializeResources	LOAD	FFFFFFFF827B9290	00000011	00000000	00000000	R	.	.	.	.	.	.
hidAppStatusRegister	LOAD	FFFFFFFF827B92B0	00000085	00000030	00000000	R	.	.	.	B	.	.
hidAppStatusUnregister	LOAD	FFFFFFFF827B9340	00000058	00000010	00000000	R	.	.	.	B	.	.
hidAppStatusTagFeature	LOAD	FFFFFFFF827B93A0	00000001	00000000	00000000	R	.	.	.	.	.	.
hidAppStatusInitialize	LOAD	FFFFFFFF827B93B0	00000006	00000000	00000000	R	.	.	.	.	.	.
hidAppStatusHasReportId	LOAD	FFFFFFFF827B93C0	00000006	00000000	00000000	R	.	.	.	.	.	.
hidAppStatusOnInputReport	LOAD	FFFFFFFF827B93D0	000001C7	00000048	00000000	R	.	.	.	B	.	.
hidAppStatusGetApplication	LOAD	FFFFFFFF827B95A0	00000011	00000000	00000000	R	.	.	.	.	.	.
hidStatusGetBatteryState	LOAD	FFFFFFFF827B95C0	000000A9	00000018	00000000	R	.	.	.	B	.	.
hidStatusGetSparkState	LOAD	FFFFFFFF827B9670	000000E4	00000010	00000000	R	.	.	.	B	.	.
hidAuthEvnetCb	LOAD	FFFFFFFF827B9760	00000105	00000020	00000000	R	.	.	.	B	.	.
hidAppAuthInitializeResources	LOAD	FFFFFFFF827B9870	000000FE	00000008	00000000	R	.	.	.	B	.	.
hidAuthThreadMain	LOAD	FFFFFFFF827B9970	000003E1	00000078	00000000	.	.	.	.	B	.	.
hidAppAuthRegister	LOAD	FFFFFFFF827B9D60	000001B0	00000030	00000000	R	.	.	.	B	.	.
hidAppAuthUnregister	LOAD	FFFFFFFF827B9F10	0000009E	00000018	00000000	R	.	.	.	B	.	.
hidAppAuthInitialize	LOAD	FFFFFFFF827B9FB0	000001F7	00000028	00000000	R	.	.	.	B	.	.
eventHandler	LOAD	FFFFFFFF827BA1B0	000003F5	00000020	00000000	R	.	.	.	B	.	.
eventHandlerSimple	LOAD	FFFFFFFF827BA5B0	00000299	00000038	00000000	R	.	.	.	B	.	.
hidAppAuthGetApplication	LOAD	FFFFFFFF827BA850	00000011	00000000	00000000	R	.	.	.	.	.	.
hidAppAuthenticationEndCollection	LOAD	FFFFFFFF827BA870	000000EC	00000034	00000000	R	.	.	.	B	.	.
authJudgeMain	LOAD	FFFFFFFF827BA960	0000019E	00000028	00000000	R	.	.	.	B	.	.
getAuthDataSimpleDone	LOAD	FFFFFFFF827BAB00	00000153	00000030	00000000	R	.	.	.	B	.	.
sendChallengeSimpleDone	LOAD	FFFFFFFF827BAC60	000000C6	00000010	00000000	R	.	.	.	B	.	.
sendChallenge	LOAD	FFFFFFFF827BAD30	000001C1	00000058	00000000	R	.	.	.	B	.	.
getAuthConfigDone	LOAD	FFFFFFFF827BAF00	00000139	00000020	00000000	R	.	.	.	B	.	.
getAuthDataDone	LOAD	FFFFFFFF827BB040	000002E1	00000048	00000000	R	.	.	.	B	.	.
getAuthStatusDone	LOAD	FFFFFFFF827BB330	00000340	00000048	00000000	R	.	.	.	B	.	.
sendChallengeDone	LOAD	FFFFFFFF827BB670	000000E0	00000010	00000000	R	.	.	.	B	.	.
workCopyOrRestoreForAuthThread	LOAD	FFFFFFFF827BB750	0000020D	00000028	00000000	R	.	.	.	B	.	.
getAxis	LOAD	FFFFFFFF827BB960	0000003D	00000000	00000000	R	.	.	.	.	.	.
